ID Number,Symbol,Name,LastSale,MarketCap,IPOyear,Sector,Industry,Summary Quote
2347,GROW,"U.S. Global Investors, Inc.",3.36,51846698.40,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/grow
2348,MGYR,"Magyar Bancorp, Inc.",8.89,51699297.16,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/mgyr
2349,PIH,"1347 Property Insurance Holdings, Inc.",8.09,51437231.25,2014,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/pih
2350,FSFG,"First Savings Financial Group, Inc.",23.6164,51422632.76,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fsfg
2351,XPLR,Xplore Technologies Corp,6.09,51381585.78,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/xplr
2352,COBK,"Colonial Financial Services, Inc.",13.3,51339862.00,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cobk
2353,XGTI,"XG Technology, Inc",2.11,51066566.04,2013,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/xgti
2354,NCTY,The9 Limited,2.68,50843700.40,2004,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ncty
2355,FFCO,FedFirst Financial Corporation,21.9,50770989.00,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ffco
2356,YOD,"You On Demand Holdings, Inc.",2.16,50725582.56,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/yod
2357,SYNC,"Synacor, Inc.",1.83,50531682.03,2012,Technology,Computer Software: Programming; Data Processing,http://www.nasdaq.com/symbol/sync
2358,ANTH,"Anthera Pharmaceuticals, Inc.",2.22,50426112.30,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/anth
2359,LGCYP,Legacy Reserves LP,25.2,50400000.00,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lgcyp
2360,MTGEP,American Capital Mortgage Investment Corp.,25.19,50380000.00,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mtgep
2361,VGGL,Viggle Inc.,3.65,50314195.15,n/a,Technology,Computer Software: Programming; Data Processing,http://www.nasdaq.com/symbol/vggl
2362,SOCB,Southcoast Financial Corporation,7.09,50290305.88,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/socb
2363,SIFY,Sify Technologies Limited,2,50194550.00,n/a,Technology,Computer Software: Programming; Data Processing,http://www.nasdaq.com/symbol/sify
2364,WBKC,"Wolverine Bancorp, Inc.",22,50178568.00,2011,Finance,Banks,http://www.nasdaq.com/symbol/wbkc
2365,NSPH,"Nanosphere, Inc.",0.65,49981818.90,2007,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nsph
2366,GIGM,GigaMedia Limited,0.983,49978256.14,n/a,Technology,Computer Software: Programming; Data Processing,http://www.nasdaq.com/symbol/gigm
2367,NXTD,NXT-ID Inc.,2.2661,49924093.32,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nxtd
2368,ALTI,Altair Nanotechnologies Inc.,4.3,49837288.10,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/alti
2369,USBI,"United Security Bancshares, Inc.",8.25,49780986.75,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/usbi
2370,PSBH,"PSB Holdings, Inc.",7.579,49578490.82,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/psbh
2371,IDSA,"Industrial Services of America, Inc.",6.22,49488870.20,n/a,Basic Industries,Miscellaneous,http://www.nasdaq.com/symbol/idsa
2372,RCPI,"Rock Creek Pharmaceuticals, Inc.",0.27,49240503.45,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/rcpi
2373,SIEB,Siebert Financial Corp.,2.22,49028979.72,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/sieb
2374,SAL,"Salisbury Bancorp, Inc.",28.61,49016969.41,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/sal
2375,COSI,"Cosi, Inc.",2.09,48796080.63,2002,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/cosi
2376,GAGA,Le Gaga Holdings Limited,3.92,48769935.20,2010,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/gaga
2377,VSCI,"Vision-Sciences, Inc.",1.02,48572860.02,1992,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/vsci
2378,ROYL,"Royale Energy, Inc.",3.22,48115584.16,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/royl
2379,FRBA,First Bank,6.09,48031616.85,2013,n/a,n/a,http://www.nasdaq.com/symbol/frba
2380,SEED,Origin Agritech Limited,2.11,47978321.51,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/seed
2381,RDCM,Radcom Ltd.,5.909,47924459.96,1997,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/rdcm
2382,LPDX,"LipoScience, Inc.",3.13,47815416.83,2013,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/lpdx
2383,ACPW,"Active Power, Inc.",2.05,47335022.75,2000,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/acpw
2384,SFBC,"Sound Financial Bancorp, Inc.",18.7499,47173248.41,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/sfbc
2385,OXGN,"OXiGENE, Inc.",2.27,47001516.78,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/oxgn
2386,KEQU,Kewaunee Scientific Corporation,17.86,46912701.26,n/a,Capital Goods,Medical Specialities,http://www.nasdaq.com/symbol/kequ
2387,INTG,The Intergroup Corporation,19.65,46569065.55,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/intg
2388,ESYS,Elecsys Corporation,12.165,46562243.07,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/esys
2389,RESN,Resonant Inc.,6.74,46490464.30,2014,Technology,Semiconductors,http://www.nasdaq.com/symbol/resn
2390,SPBC,"SP Bancorp, Inc.",29.01,46483100.13,2010,Finance,Savings Institutions,http://www.nasdaq.com/symbol/spbc
2391,CNTF,China TechFaith Wireless Communication Technology Limited,1.41,46388059.53,2005,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/cntf
2392,WEBK,"Wellesley Bancorp, Inc.",18.89,46327063.85,2012,Finance,Banks,http://www.nasdaq.com/symbol/webk
2393,LOCM,Local Corporation,1.99,46227930.84,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/locm
2394,ASTI,"Ascent Solar Technologies, Inc.",3.43,46058928.37,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/asti
2395,NLST,"Netlist, Inc.",1.11,46042338.24,2006,Technology,Semiconductors,http://www.nasdaq.com/symbol/nlst
2396,BSQR,BSQUARE Corporation,3.94,45863030.22,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/bsqr
2397,ABAC,"Aoxin Tianli Group, Inc.",1.65,45808950.00,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/abac
2398,HBK,"Hamilton Bancorp, Inc.",13.35,45594855.75,2012,Finance,Savings Institutions,http://www.nasdaq.com/symbol/hbk
2399,SBBX,Sussex Bancorp,9.76,45528994.56,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbbx
2400,SVBI,Severn Bancorp Inc,4.52,45504553.08,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/svbi
2401,NRX,"NephroGenex, Inc.",5.13,45426734.82,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nrx
2402,ERS,"Empire Resources, Inc.",5.21,45184063.65,n/a,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/ers
2403,HTBX,"Heat Biologics, Inc.",6.98,45119334.24,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/htbx
2404,INVT,"Inventergy Global, Inc.",1.88,44954894.64,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/invt
2405,BVSN,"BroadVision, Inc.",9.28,44630860.80,1996,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/bvsn
2406,SOFO,"Sonic Foundry, Inc.",10.05,44513982.60,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/sofo
2407,CPHC,Canterbury Park Holding Corporation,10.57,44381738.80,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/cphc
2408,CBAK,"China BAK Battery, Inc.",3.51,44294785.47,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cbak
2409,CHRM,Charm Communications Inc.,4.62,44237687.34,2010,Technology,Advertising,http://www.nasdaq.com/symbol/chrm
2410,CZWI,"Citizens Community Bancorp, Inc.",8.55,44178371.55,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/czwi
2411,EMCF,Emclaire Financial Corp,24.82,43960141.56,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/emcf
2412,CASI,"CASI Pharmaceuticals, Inc.",1.625,43940697.13,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/casi
2413,RFIL,"RF Industries, Ltd.",5.3184,43931616.75,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/rfil
2414,IFEU,iShares FTSE EPRA/NAREIT Europe Index Fund,36.572,43886400.00,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ifeu
2415,UBCP,"United Bancorp, Inc.",8.14,43747502.04,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ubcp
2416,MYOS,MYOS Corporation,15,43641525.00,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/myos
2417,SBFG,"SB Financial Group, Inc.",8.94,43583671.14,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbfg
2418,KOOL,Cesca Therapeutics Inc.,1.33,43435118.72,n/a,Capital Goods,Medical Specialities,http://www.nasdaq.com/symbol/kool
2419,ASBI,Ameriana Bancorp,14.5,43419554.00,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/asbi
2420,CPAH,CounterPath Corporation,1.02,43414124.34,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cpah
2421,ZIV,Credit Suisse AG,47,43240000.00,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ziv
2422,HFBL,"Home Federal Bancorp, Inc. of Louisiana",19.1905,42951812.48,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/hfbl
2423,BIOD,Biodel Inc.,1.89,42887305.44,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/biod
2424,ROSG,Rosetta Genomics Ltd.,3.68,42859749.28,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rosg
2425,SKBI,Skystar Bio-Pharmaceutical Company,5.1,42821201.40,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/skbi
2426,MSBF,MSB Financial Corp.,8.5,42588714.50,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/msbf
2427,PESI,"Perma-Fix Environmental Services, Inc.",3.7,42360907.80,n/a,Basic Industries,Environmental Services,http://www.nasdaq.com/symbol/pesi
2428,EBMT,"Eagle Bancorp Montana, Inc.",10.8,42318709.20,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ebmt
2429,HBMD,"Howard Bancorp, Inc.",10.31,42314549.44,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hbmd
2430,SMACU,Sino Mercury Acquisition Corp.,10.05,42310500.00,2014,n/a,n/a,http://www.nasdaq.com/symbol/smacu
2431,STLY,"Stanley Furniture Company, Inc.",2.84,42281505.36,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/stly
2432,AXGN,"AxoGen, Inc.",2.42,42267940.22,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/axgn
2433,PBMD,Prima BioMed Ltd,1.03,42185687.34,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pbmd
2434,JACQ,COLLABRIUM JAPAN ACQUISITION CORPORATION,11,42119594.00,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/jacq
2435,EEI,"Ecology and Environment, Inc.",9.8,42035257.60,1987,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/eei
2436,ACUR,"Acura Pharmaceuticals, Inc.",0.86,42009264.52,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/acur
2437,OXBR,Oxbridge Re Holdings Limited,7,42000000.00,2014,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/oxbr
2438,TFSCU,1347 Capital Corp.,10.03,41925400.00,2014,n/a,n/a,http://www.nasdaq.com/symbol/tfscu
2439,TSPT,"Transcept Pharmaceuticals, Inc.",2.18,41769748.30,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tspt
2440,AFCB,Athens Bancshares Corporation,23,41372124.00,2010,Finance,Savings Institutions,http://www.nasdaq.com/symbol/afcb
2441,PDII,"PDI, Inc.",2.69,41323040.25,1998,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/pdii
2442,MTBC,"Medical Transcription Billing, Corp.",3.7615,41314183.23,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mtbc
2443,BPHX,"BluePhoenix Solutions, Ltd.",3.59,41306242.03,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/bphx
2444,VIRC,Virco Manufacturing Corporation,2.8,41211559.20,n/a,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/virc
2445,JXSB,Jacksonville Bancorp Inc.,22.5,41100930.00,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/jxsb
2446,MTEX,"Mannatech, Incorporated",15.41,41091966.98,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/mtex
2447,SGOC,"SGOCO Group, Ltd",2.3,40986818.80,2010,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/sgoc
2448,CRDS,"Crossroads Systems, Inc.",2.65,40886137.15,1999,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/crds
2449,GNVC,"GenVec, Inc.",2.35,40584410.70,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/gnvc
2450,ARIS,"ARI Network Services, Inc.",3.01,40500161.03,1991,Technology,Computer Software: Programming; Data Processing,http://www.nasdaq.com/symbol/aris
2451,CTHR,Charles & Colvard Ltd,1.98,40307519.34,1997,Consumer Durables,Consumer Specialties,http://www.nasdaq.com/symbol/cthr
2452,ACFN,"Acorn Energy, Inc.",1.81,40163677.37,n/a,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/acfn
2453,EVOK,"Evoke Pharma, Inc.",6.55,39952032.85,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/evok
2454,JACQU,COLLABRIUM JAPAN ACQUISITION CORPORATION,10.4101,39860835.05,2012,Finance,Business Services,http://www.nasdaq.com/symbol/jacqu
2455,GNMA,iShares Core GNMA Bond ETF,49.74,39792000.00,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gnma
2456,RIBT,RiceBran Technologies,5.04,39785215.68,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/ribt
2457,ISIG,"Insignia Systems, Inc.",3.13,39752471.10,1991,Consumer Services,Advertising,http://www.nasdaq.com/symbol/isig
2458,TVIX,Credit Suisse AG,2.82,39261215.94,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/tvix
2459,NAII,"Natural Alternatives International, Inc.",5.6,39187422.40,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/naii
2460,MNGA,MagneGas Corporation,1.18,39186149.18,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mnga
2461,CSUN,"China Sunergy Co., Ltd.",3.65,39157046.70,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/csun
2462,PSCE,PowerShares S&P SmallCap Energy Portfolio,45.868,38987800.00,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psce
2463,QCCO,"QC Holdings, Inc.",2.22,38875066.02,2004,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/qcco
2464,APSA,Alto Palermo S.A.,20.73,38777351.43,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/apsa
2465,PLBC,Plumas Bancorp,8.08,38744723.12,n/a,Finance,Finance Companies,http://www.nasdaq.com/symbol/plbc
2466,TOPS,TOP Ships Inc.,2.03,38509077.67,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/tops
2467,GTIM,Good Times Restaurants Inc.,4.93,38317399.56,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/gtim
2468,JVA,"Coffee Holding Co., Inc.",6.09,38199488.46,2005,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/jva
2469,IEUS,iShares MSCI Europe Small-Cap ETF,44.67,37969500.00,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ieus
2470,SGMA,"SigmaTron International, Inc.",9.38,37944604.46,1994,Technology,Electrical Products,http://www.nasdaq.com/symbol/sgma
2471,IKNX,Ikonics Corporation,18.79,37919835.94,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/iknx
2472,WHLM,"Wilhelmina International, Inc.",6.44,37804744.88,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/whlm
2473,PBHC,"Pathfinder Bancorp, Inc.",14.4,37773820.80,n/a,Finance,Banks,http://www.nasdaq.com/symbol/pbhc
2474,PRXI,"Premier Exhibitions, Inc.",0.77,37770843.88,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/prxi
2475,SLTC,"Selectica, Inc.",5.82,37572057.60,2000,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/sltc
2476,SIBC,"State Investors Bancorp, Inc.",16.17,37508239.23,2011,Finance,Savings Institutions,http://www.nasdaq.com/symbol/sibc
2477,SMSI,"Smith Micro Software, Inc.",0.98,37484422.78,1995,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/smsi
2478,RXII,RXI Pharmaceuticals Corporation,2.32,37359695.44,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rxii
2479,PSCU,PowerShares S&P SmallCap Utilities Portfolio,35.5399,37316895.00,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pscu
2480,IMRS,Imris Inc,0.715,37202140.69,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/imrs
2481,OPXA,"Opexa Therapeutics, Inc.",1.34,37189250.48,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/opxa
2482,LPHI,Life Partners Holdings Inc,1.99,37108461.32,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/lphi
2483,RGDO,"Regado BioSciences, Inc.",1.1,36970133.20,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rgdo
2484,CPGI,"China Shengda Packaging Group, Inc.",0.95,36851270.45,2010,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/cpgi
2485,PBCP,"Polonia Bancorp, Inc.",10.84,36810211.84,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/pbcp
2486,LAKE,"Lakeland Industries, Inc.",6.85,36720664.85,1986,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/lake
2487,SCON,Superconductor Technologies Inc.,2.79,36602980.92,1993,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/scon
2488,CCCR,"China Commercial Credit, Inc.",2.9801,36496724.44,2013,Finance,Major Banks,http://www.nasdaq.com/symbol/cccr
2489,LTBR,Lightbridge Corporation,2.39,36020971.04,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/ltbr
2490,WAYN,Wayne Savings Bancshares Inc.,12.7,35952925.30,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/wayn
2491,EDAP,EDAP TMS S.A.,1.43,35915662.64,1997,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/edap
2492,ATLC,Atlanticus Holdings Corporation,2.32,35810998.00,1995,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/atlc
2493,QAT,iShares MSCI Qatar Capped ETF,26.23,35410500.00,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qat
2494,WHLR,"Wheeler Real Estate Investment Trust, Inc.",4.71,34986859.68,2012,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/whlr
2495,DSWL,"Deswell Industries, Inc.",2.17,34842038.63,1995,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/dswl
2496,CRTN,"Cartesian, Inc.",3.94,34611690.42,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/crtn
2497,IIN,IntriCon Corporation,5.93,34503337.34,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/iin
2498,PSTR,PostRock Energy Corporation,1.12,34498110.08,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pstr
2499,GLBZ,Glen Burnie Bancorp,12.49,34441050.10,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/glbz
2500,MBLX,"Metabolix, Inc.",0.98,34392747.20,2006,Basic Industries,Containers/Packaging,http://www.nasdaq.com/symbol/mblx
2501,CARV,"Carver Bancorp, Inc.",9.25,34188555.00,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/carv
2502,GLBS,Globus Maritime Limited,3.32,33981591.08,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/glbs
2503,IVAN,"Ivanhoe Energy, Inc.",2.06,33791137.90,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ivan
2504,CEMI,"Chembio Diagnostics, Inc.",3.5,33638986.50,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cemi
2505,CLBH,Carolina Bank Holdings Inc.,9.78,33559483.20,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/clbh
2506,SPEX,Spherix Incorporated,1.2,33505712.40,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/spex
2507,SUTR,Sutor Technology Group Limited,0.8001,33333309.34,n/a,Capital Goods,Steel/Iron Ore,http://www.nasdaq.com/symbol/sutr
2508,ONVI,"Onvia, Inc.",4.4999,33283325.85,2000,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/onvi
2509,APWC,Asia Pacific Wire & Cable Corporation Limited,2.4,33120000.00,n/a,Basic Industries,Telecommunications Equipment,http://www.nasdaq.com/symbol/apwc
2510,SAJA,"Sajan, Inc.",5.5,33048185.50,n/a,n/a,n/a,http://www.nasdaq.com/symbol/saja
2511,BYFC,Broadway Financial Corporation,1.63,33002869.17,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/byfc
2512,AMCF,Andatee China Marine Fuel Services Corporation,3.186,32675020.22,2010,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/amcf
2513,OBAS,Optibase Ltd.,6.25,32397031.25,1999,Finance,Real Estate,http://www.nasdaq.com/symbol/obas
2514,IFON,InfoSonics Corp,2.25,32305639.50,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/ifon
2515,SMTP,"SMTP, Inc.",6.41,32177924.37,n/a,Technology,Advertising,http://www.nasdaq.com/symbol/smtp
2516,AMDA,Amedica Corporation,2.58,32020914.06,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/amda
2517,NSEC,"National Security Group, Inc.",12.73,31919863.96,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/nsec
2518,MARPS,Marine Petroleum Trust,15.95,31900000.00,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/marps
2519,LTRX,"Lantronix, Inc.",2.15,31792389.70,2000,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/ltrx
2520,RADA,Rada Electronics Industries Limited,3.56,31750383.32,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/rada
2521,RLJE,"RLJ Entertainment, Inc.",2.39,31699315.68,n/a,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/rlje
2522,BTUI,"BTU International, Inc.",3.31,31691075.33,1989,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/btui
2523,ERW,VelocityShares Equal Risk Weighted Large Cap ETF,57.57,31664075.70,n/a,n/a,n/a,http://www.nasdaq.com/symbol/erw
2524,GEVO,"Gevo, Inc.",0.4551,31624031.58,2011,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/gevo
2525,ASUR,Asure Software Inc,5.255,31421883.63,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/asur
2526,RDHL,Redhill Biopharma Ltd.,14.3,31345857.40,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rdhl
2527,TIGR,TigerLogic Corporation,1,30940463.00,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/tigr
2528,IKAN,"Ikanos Communications, Inc.",0.3113,30907003.98,2005,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ikan
2529,THTI,"THT Heat Transfer Technology, Inc.",1.51,30884785.00,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/thti
2530,VPCO,Vapor Corp.,1.87,30867923.57,n/a,Consumer Non-Durables,Tobacco,http://www.nasdaq.com/symbol/vpco
2531,FCHI,iShares FTSE China (HK Listed) Index Fund,51.15,30690000.00,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fchi
2532,CUBA,"The Herzfeld Caribbean Basin Fund, Inc.",8.16,30298659.36,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cuba
2533,BOTJ,"Bank of the James Financial Group, Inc.",9,30283866.00,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/botj
2534,BDMS,"Birner Dental Management Services, Inc.",16.25,30226446.25,1998,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/bdms
2535,GOODO,Gladstone Commercial Corporation,26.27,30210500.00,n/a,Consumer Services,Real Estate,http://www.nasdaq.com/symbol/goodo
2536,SMTX,SMTC Corporation,1.84,30207787.84,2000,Technology,Electrical Products,http://www.nasdaq.com/symbol/smtx
2537,BLRX,BioLineRx Ltd.,1.66,30195889.70,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/blrx
2538,PFIN,"P & F Industries, Inc.",7.96,30189852.20,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/pfin
2539,FSNN,"Fusion Telecommunications International, Inc.",4.76,30139820.20,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/fsnn
2540,REPH,"Recro Pharma, Inc.",3.896,30028809.60,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/reph
2541,CASM,"CAS Medical Systems, Inc.",1.54,30000955.60,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/casm
2542,SBSA,"Spanish Broadcasting System, Inc.",4.6,29933782.40,1999,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/sbsa
